entity,attribute,answer,question
庚坊国际（好来屋）,方位,北三环至四环,庚坊国际（好来屋）位于什么方向？
韩国国家男子足球队,现任主教练,德国人施蒂利克,韩国国家男子足球队的现任主教练是谁？
新奇士橙,性味,性微凉，味甘、酸,新奇士橙是什么味道的？
杨妃,儿子,赵王李福,杨妃的儿子叫什么？
小罗伯特·唐尼,其它外文名,bob，bobby， rubber，ducky,小罗伯特·唐尼还有其他什么名字？
札马战役,交战各方,罗马共和国 迦太基,哪些国家参加了札马战役？
香附子散,制备方法,上为细末。入麝香拌匀,香附子散怎么制作？
timken 342-332轴承,内圈,342,timken 342-332轴承的内圈多大？
aldnoah zero,网络播放,niconico动画(日本) bandai channel(日本) gyao!(日本) 爱奇艺(中国大陆) pptv聚力网络电视(中国大陆),《aldnoah zero》在哪些网络播放？
亚历山大·霍斯特,运动,奥地利,亚历山大·霍斯特在什么地方运动？
中和村,农业人口,380人,中和村有多少农村人口？
湖南力信联合会计师事务所,主营业务,资本验证、报表审计、财务咨询等,湖南力信联合会计师事务所经营哪些业务？
关于切实规范中小学办学行为的若干规定,文件类别,规定,《关于切实规范中小学办学行为的若干规定》属于什么类别的文件？
iko nbxi1223轴承,d,12 mm,iko nbxi1223轴承的d是多少？
优乃克,营收,31408 百万日圆,优乃克的收营是多少？
101省道,起点,天津市外环线宜兴埠立交桥,101省道从什么地方开始的？
2013年中新国际男篮对抗赛,场馆,山西体育中心体育馆,2013年中新国际男篮对抗赛在哪个场馆举行？
今夜谁来共舞,曲长,4.18分钟,《今夜谁来共舞》这首歌有多长？
雪佛兰uburban,车型尺寸,5.649米 2.009米 1.951米,雪佛兰uburban的车型尺寸是多少？
ipad mini 2,摄像头,后500万，前120万,ipad mini 2的摄像头是怎样？
青梅竹马,片头曲,青梅竹马,《青梅竹马》的片头曲是什么？
卡扎菲治下的利比亚,始于,1969年9月1日,卡扎菲治下的利比亚开始于什么时间？
西区,邻近行政区,广岛市（中区、东区、安佐南区、佐伯区）,与西区临近的行政区有哪些？
约瑟传说,收费模式,部分道具收费，部分精灵收费。,《约瑟传说》是怎么个收费模式？
西安咸阳国际机场,服务城市,西安咸阳渭南宝鸡铜川天水运城等,西安咸阳国际机场为哪些城市服务？
白眶鶲莺,拉丁目名,passeriformes,白眶鶲莺的拉丁名字叫什么？
最强大脑,播出平台,电视/江苏卫视 网络/pptv,《最强大脑》在哪些平台有播出？
第七届中国国际水处理化学品技术及应用展览会,所属专题,水处理,《第七届中国国际水处理化学品技术及应用展览会》属于什么专题？
惠普pavilion 畅游人 p6-1290cx,处理器类型,第二代酷睿i3,惠普pavilion 畅游人 p6-1290cx的处理器是什么类型？
向阳村,主要产业,泡核桃,向阳村的主要产业是什么？
南山大学,建校,1949年,南山大学什么时候修建的？
具,笔画数,8,具字有多少笔？
东,四角号码,5090,东的四角号码是多少？
蔡依林,音乐专辑,1019（1999年） don't stop（2000年） show your love（2000年） lucky number（2001年） 看我72变（2003年） 城堡（2004年） j-game（2005年） 舞娘（2006年） 特务j（2007年） 爱的练习语（2008年） 花蝴蝶（2009年） myself（2010年） muse（2012年）  呸（2014年）,蔡依林有哪些专辑？
白炽灯,发明者,托马斯·阿尔瓦·爱迪生,白炽灯是谁发明的？
永胜村,乡村人口,2026人,永胜村有多少乡村人口？
完璧归赵,发生地点,秦国,完璧归赵 发生在什么地方？
卫视体育台,所有者,大众国际电视网,谁是卫视体育台拥有者？
李炫一,现时世界排名,现已退役,李炫一现在的世界排名是多少？
塞尔维亚,政治体制,民主共和制,塞尔维亚是什么政治体制？
ntn 6012zz轴承,轴承外径,95,ntn 6012zz轴承的外径是多少？
鸣沙山─月牙泉风景名胜区,开园时间,8:00,鸣沙山─月牙泉风景名胜区 什么时候开园？
上海坤克路桥机械设备有限公司,主营产品,破碎机、砂石生产线,上海坤克路桥机械设备有限公司都有哪些产品？
暗影模式,所属游戏,穿越火线(cf),暗影模式属于什么游戏？
上海教育电视台,性 质,国有企业,上海教育电视台是什么性质的企业？
湘南土话,语言代码,iso 639-1 zh,湘南土话的语言代码是什么？
湖南省人口和计划生育委员会,主任,詹鸣,湖南省人口和计划生育委员会的主任叫什么？
邮电博物馆,馆藏数量,400件藏品,邮电博物馆有多少件珍藏品？
复兴航空222号班机空难,死亡,49,复兴航空222号班机空难死亡多少人？
摩托罗拉e680i,屏幕,320x240 tft 65k色触摸屏,摩托罗拉e680i是什么屏幕？
李军,参加工作,1985年8月,李军什么时候参加工作的？
茶树排毒祛痘净肤系列,成份,茶树精油、表面活性剂,茶树排毒祛痘净肤系列都有些什么成分？
云达不来梅足球俱乐部,知名人物,雷哈格尔，沙夫，弗林斯，埃尔茨,云达不来梅足球俱乐部有哪些名人？
101省道,终点,河北省围场,101省道的终点在哪？
狗皮膏药,发 音,gǒu pí gāo yào,你怎么拼写狗皮膏药？
宾福特足球俱乐部,球场,格里芬公园球场,宾福特足球俱乐部的球场叫什么名字？
海棠,初登场时间,2011年7月7日,海棠第一次登上舞台是什么时候？
松下nr-f500tx,额定耗电量,1.7度/天,松下nr-f500tx的额定耗电量是多少？
pp-90m1冲锋枪,有效射程,200 m,pp-90m1冲锋枪的有效射程是多远？
康舒ip 430,最大功率,430w,康舒ip 430的最大功率是多少？
红旗水库,总库容,5370万立方米,红旗水库的库容是多少？
李轶,文化程度,中专,李轶是什么文化程度？
三次产业结构演变与服务经济前沿问题研究,丛 书 名,三次产业结构演变,《三次产业结构演变与服务经济前沿问题研究》属于哪个丛书名？
炉沟村,村内企业,食品、曲酒厂、铅笔厂,炉沟村有哪些企业？
洛阳金蝶软件服务中心,产品功能,财务处理、报表、出纳管理等,洛阳金蝶软件服务中心有哪些产品功能？
宫田幸季,出道时间,1993年,宫田幸季什么时候出道的？
机器忍者战士,游戏英文名,the ninja warriors,机器忍者战士用英文怎么说？
甲基丙烯酸二甲氨乙酯,主要用途,制造涂料、纤维处理剂,甲基丙烯酸二甲氨乙酯有哪些用途？
他,五笔,wbn,“他”的五笔是什么？
2010款普拉多2.7l手动版,保修政策,2年/5万公里,2010款普拉多2.7l手动版的保修政策是怎样？
陈锋,bwf id,437（档案）,陈锋的bwf id是多少？
木瓜炖雪蛤,主要食材,木瓜一个（约一斤半重），雪蛤膏10克，,木瓜炖雪蛤需要用到什么材料？
东国大学,本科生,22000余名,东国大学有多少名本科生？
土星,反照率,0.57,土星的反照率是多少？
棋牌能源对对碰,上线日期,2008-12-17,棋牌能源对对碰什么时候上线的？
空调抗菌清洗剂,包装规格,￠65x280mm,空调抗菌清洗剂的包装规格怎样？
小儿垂体性侏儒症,疫苗预防,否,小儿垂体性侏儒症能否通过疫苗预防？
三钱,发起人,最初由毛泽东主席喊出的“别号”,《三钱》是谁最早提出的？
城阳景王,族裔,后代刘盆子,城阳景王属于哪个族裔？
胜女的代价,声音制式,ac3,《胜女的代价》采用的什么声音制式？
兰开斯特,人口（2010年）,"3,507",你知道2010年兰开斯特的人数有多少？
跳舞,分类,词语,跳舞属于什么分类？
石家庄市长安区科技局,主要职能,结合实际制定本区科技发展战略,石家庄市长安区科技局有什么职能？
沙坪河,流经国家,广西南宁市邕宁区、灵山县、横县,沙坪河流经哪些国家？
in a world like this,唱片公司,sony music,《in a world like this》属于哪个唱片公司？
聊城市中级人民法院,区位,山东省聊城市东昌府区,聊城市中级人民法院位于什么地方？
苯,闪点,−10.11℃（闭杯）,苯的闪电是什么？
生态农业旅游开发知识与实例,出版社,广西师范大学出版社,《生态农业旅游开发知识与实例》是哪个出版社出版的？
阿拉伯联合酋长国,人均gdp,66625美元（2012年国际汇率）,阿拉伯联合酋长国的人均GDP是多少？
迈拓30840h2,转速,5400rpm,迈拓30840h2的转速是多少？
片假名,起源时间,唐朝,片假名是从什么是开始使用的？
摩托罗拉sholes tablet,触摸屏,电容屏,摩托罗拉sholes tablet是什么类型的触摸屏？
氟溴乙酸乙酯,einecs号,206-928-4,氟溴乙酸乙酯的einecs号是多少？
诊断学第7版,作/译者,陈文彬等,《诊断学第7版》是谁翻译的？
无耻之徒,季数,4（2014-01-13播出）,《无耻之徒》有多少季？
罗马共和国,政体,委员会制共和国,罗马共和国是什么政体？
fal自动步枪,弹药,7.62x51mm nato,fal自动步枪的弹药是什么？
高危行业企业安全生产费用财务管理暂行办法,发文时间,国发20042号,《高危行业企业安全生产费用财务管理暂行办法》是什么时候发文的？
中药组方,又叫,兼制药，,中药组方的别名是什么？
风暴英雄,游戏引擎,银河引擎[4],风暴英雄使用的什么引擎？
忠孝新生站,设站日期,蓝线（南港线）1999年12月24日 橘线（新庄线）2010年11月3日,忠孝新生站什么时候设立的？
三星xe700tlc-a01,系统内存,4gb,三星xe700tlc-a01的系统内存是什么？
过许醉吟痛饮月下戏书,名句,听公击节吟，悲壮亦自奇,《过许醉吟痛饮月下戏书》里的名句是什么？
聊城市中级人民法院,联系电话,0635-8361579,聊城市中级人民法院的联系电话是多少？
基质状结构,释文,细粒土微观结构类型之一,你会怎么解释基质状结构？
广州地铁7号线,车站总数,10座(一期工程) 4座(二期工程),广州地铁7号线有多少车站？
自动查杀进程管理器,下载,41次,自动查杀进程管理器一共下载了多少次？
梅林中学,气候条件,亚热带季风气候,梅林中学的气候属于什么类型？
茅山道士,所属宗教,道教,茅山道士属于什么宗教？
电子辐照技术,过程,高能电子束来照射材料,电子辐照技术拍摄过程是怎样？
红帆酒店,公交,243路、813路 公交,红帆酒店附近有哪些公交路线？
表形码,发明人,陈爱文，周静梓,表形码是谁发明的？
新都会广场,设施,快餐店、旅行社、潮流服饰等,新都会广场都有哪些设施？
情报与档案管理,二级学科,120501图书馆学,情报与档案管理的二级学科是什么？
模拟人生系列,出版,美国艺电,《模拟人生系列》是谁出版的？
半导体能量转换器件,利用,半导体温差电效应,半导体能量转换器件利用什么原理？
新麻将连连看,专题,连连看麻将,《新麻将连连看》来自哪个专题？
发背,常见发病部位,脊背部位,发背一般发病在什么部位？
台湾中油,实收资本额,"新台币1,301亿元[2]",台湾中油的实收资本额是多少？
山东广电媒体产业大厦,参考价格,6000 元/㎡,《山东广电媒体产业大厦》定价是多少？
哈尔滨理工大学,党委书记,赵国刚,哈尔滨理工大学的党委书记是谁？
外迹,英文,exichnia,外迹用英语怎么说？
罗技z103,有源无源,有源,罗技z103是有缘还是无缘？
安易登,使用,智能手机,安易登使用的是什么手机？
保时捷panamera,标准座位数,4,保时捷panamera可乘坐多少人？
曙光天阔a620r-g(opteron 6128/4gb/500gb),标配cpu数量,1颗,曙光天阔a620r-g(opteron 6128/4gb/500gb)有几个标配cpu数量？
宾得 w80,相机类型,消费数码相机,宾得 w80是什么类型的相机？
三星bcd-230fbnw,显示屏,lcd显示屏,三星bcd-230fbnw是什么显示屏？
sig p250手枪,枪机种类,后座作用 自由枪机,sig p250手枪属于哪种枪机种类？
tt esports cronos 克诺司,频响范围,20-20000hz,tt esports cronos 克诺司的频响范围是多少？
卓伯源,补充,2003年考入北京大学法学组博士班,对于卓伯源你有什么药补充的吗？
宝鸡市力航钛业有限责任公司,企业宗旨,客户至上、诚信服务,宝鸡市力航钛业有限责任公司的企业宗旨是什么？
尤尼,能力,可以让灵魂飞到其他平行世界,尤尼拥有什么超能力？
华东师范大学松江实验高级中学,绿化面积,7633m2,华东师范大学松江实验高级中学有多少绿化面积？
利川,市树,水杉,利川的市树是什么？
安易登,基于,windows操作系统,安易登是基于什么系统开发的？
e-紧急呼唤,卡包,eoj,e-紧急呼唤属于什么卡包？
布克美容学院,3,兼职课程、美学及指导学,布克美容学院有哪三种课程？
赤石村,农户,368户,赤石村有多少农户？
华硕ux31kl2557e,上市时间,2011年11月,华硕ux31kl2557e什么时候发布的？
r++,阐述,融合c++和lisp,你会怎么阐述r++？
海妖星,自转周期,0.3929 d (9.43 h),海妖星的自转周期是多少？
九龙巴士83x线,全程收费,hk$6.8,九龙巴士83x线全程一共收费多少？
芈月传,拍摄地点,内蒙坝上，涿州基地影视基地，象山，橫店,芈月传在什么地方拍摄的？
西河,流域,417.9 平方公里,西河的流域有多大？
利川市民足球俱乐部,所属国家,韩国,利川市民足球俱乐部属于哪个国际的？
科尔多瓦,人口（2008）,"325,453",你记得2008年科尔多瓦有多少人吗？
