question,predict_answer,accurate_answer
你知道p2irdao.dll的系统时候有进程吗？,否,否
舞台音乐剧《天龙八部》的票卖多少钱啊？,680，480，380元,680，480，380元
你知道鸭儿芹锈病 的病原体分类地位是什么吗？,担子菌亚门,担子菌亚门
你知道日本工业大学是什么时候建成的？,1967年,1967年
南京市宁海中学的校风是什么啊？,团结、创新、勤奋、向上,团结、创新、勤奋、向上
你知道九龙巴士b1线会经过什么景点吗？,弥敦道、尖沙咀码头,弥敦道、尖沙咀码头
天津一有什么星官啊？,玄武 女宿 天津,玄武 女宿 天津
你知道四式手榴弹是谁用的吗？,日本海军,日本海军
你知道肇东市的方言是什么语言吗？,汉语,汉语
浙江省宁波市中级人民法院工作人员有多少人啊？,340人,340人
你知道波罗丁的天祈绑腿装备是什么品质吗？,62,62
旭优100是什么单位申请的啊？,辽宁铁旭种业科技有限公司,辽宁铁旭种业科技有限公司
合肥光华学校的有什么学部？,小学部，中学部,小学部，中学部
你知道中华少儿歌曲精选1中有什么歌曲吗？,天淇乐,天淇乐
你知道半生缘是演员谁演的吗？,沈磊,沈磊
餐饮业食品索证管理规定的发布文号是什么啊？,卫监督发[2007]274号,卫监督发[2007]274号
oni零：战国乱世百花缭乱的游戏容量是多少啊？,256,256
你知道3com switch 5500(3cr17151-91)的带宽多长吗？,12.8gbps,12.8gbps
你知道包头市盐务管理局的下设机构是什么地方吗？,旗县支局,旗县支局
田园别墅有多少个停车的地方啊？,33,33
你知道帕特里克·拉夫特的最高排名是多少吗？,1（1999年7月26日）,1（1999年7月26日）
你知道妈妈是棵树的国际标准图书号是什么吗？,9.7873E+12,9.7873E+12
2010新款吉利自由舰的最大扭矩是多少啊？,128n·m/rpm,128n·m/rpm
你知道柯尔特导轨手枪的瞄准具是什么啊？,机械瞄具：诺瓦克（novak） lomount氚光夜间缺口式照门及片状准星（三点式准星） 瞄准基线（英语：sight radius）：172.72 毫米（6.8 英吋）,机械瞄具：诺瓦克（novak） lomount氚光夜间缺口式照门及片状准星（三点式准星） 瞄准基线（英语：sight radius）：172.72 毫米（6.8 英吋）
你知道股骨头坏死咨询网的服务项目是什么吗？,检查化验等,检查化验等
你知道生态农业旅游开发知识与实例是什么语言的吗？,简体中文,简体中文
我想知道地球队长的常用翻译名字是什么？,地球舰长 captain earth 地球队长,地球舰长 captain earth 地球队长
你知道句芒在哪个国家的神话中吗？,中国神话,中国神话
基督教香港信义会心诚中学是谁在办学啊？,基督教香港信义会,基督教香港信义会
你知道天船三的光谱类型是什么啊？,f5ib,f5ib
极品飞车有什么别的名字吗？,极速快感 ..... 台湾译名 极速激战 ..... 香港译名,极速快感 ..... 台湾译名 极速激战 ..... 香港译名
你知道洁博士自动干手器是什么公司研发的吗？,德国洁博士cleanboss公司,德国洁博士cleanboss公司
重庆市人民政府办公厅关于市政府领导工作分工的通知是什么文字号啊？,重庆市人民政府办公厅[1],渝府办发〔2013〕223号[1]
你知道尼古拉·萨科齐的总理是谁吗？,弗朗索瓦·菲永,弗朗索瓦·菲永
碎骨匕首的装备分类是什么啊？,武器 → 匕首,武器 → 匕首
你知道建邦agp-3000 2mb显卡的总线接口是什么吗？,agp,agp
你知道苍头怎么解释吗？,指以青巾裹头的军队,指以青巾裹头的军队
湖北省奥林匹克会议中心是一个什么样的中心？,我省体育建设史上最大规模,我省体育建设史上最大规模
你知道漫步者r201t12的调节方式吗？,旋钮,旋钮
武汉轨道交通2号线的通车时间是什么时候啊？,2012.12.28（一期）,2012.12.28（一期）
东湖站首班车时间是什么时候啊？,东湖站首班车时间   内湖线 往南港展览馆：06:01 往动物园：06:03,东湖站首班车时间   内湖线 往南港展览馆：06:01 往动物园：06:03
你知道叶赫那拉·静芬的原名是什么吗？,叶赫那拉·静芬,叶赫那拉·静芬
你知道佳能lide 110的最大幅面是什么吗？,a4,a4
你知道明代仇英临溪水阁图页的纵是什么吗？,41.1cm,41.1cm
你知道碣石镇的政府在什么地方办公吗？,金狮,金狮
你知道植物大战僵尸2：奇妙时空之旅在什么平台上销售吗？,支持android系统的应用商店，app store，google play store,支持android系统的应用商店，app store，google play store
格列佛游记的面幅是多大啊？,35毫米胶片变形宽银幕,35毫米胶片变形宽银幕
广州健泉五金制品有限公司的厂房占地面积多大啊？,6000平方米,6000平方米
我想知道msc和睦号邮轮的排水量有大？,5.86万吨,5.86万吨
你知道别克昂科雷的座位数是多少吗？,7个,7个
你知道扬派盆景技艺的遗产编号是什么吗？,ⅶ-25,ⅶ-25
惠普pro 3005mt(a6u04pa)的台式机类型是什么啊？,商用电脑,商用电脑
你知道杜立巴石碟是什么时候发现的？,1938年,1938年
你知道hy5wz-51/134避雷器有什么用吗？,泄流、开断,泄流、开断
skf1982f/1924a/qvq519轴承 有什么型号吗？,1982f/1924a/qvq519,1982f/1924a/qvq519
你知道兆讯达a765的屏幕参数是多少吗？,26万色tft彩色屏幕,26万色tft彩色屏幕
神舟号漫游记的长度是多少啊？,25分钟,25分钟
你知道国际投资头寸的关系是什么吗？,年末头寸=年初头寸+交易,年末头寸=年初头寸+交易
李渊的庙号是什么啊？,高祖,高祖
你知道喻娴武是什么党派的吗？,中国农工民主党党员,中国农工民主党党员
国家文物局突发事件应急工作管理办法是从什么时候开始发布的啊？,2003年11月10日,2003年11月10日
你知道伊瓜苏国家公园的英文全名是什么吗？,iguaçu national park,iguaçu national park
is-7坦克是什么时候生产的你知道吗？,1948-1949,1948-1949
克拉克县的面积是多少啊？,505 mi²,505 mi²
犬蠕形螨病是通过什么传播的你了解吗？,直接接触传染，间接接触传染，胎盘传染,直接接触传染，间接接触传染，胎盘传染
你知道理研砂纸是什么时候研发的吗？,1935年,1935年
中华人民共和国国庆节会举行什么活动啊？,举国同庆、阅兵仪式、国庆长假等,举国同庆、阅兵仪式、国庆长假等
你知道放射线同位素与射线装置放射防护条例的实施是什么时候啊？,2005年12月1日起施行,2005年12月1日起施行
f-35闪电ii战斗攻击机你知道发动机是什么吗？,1具普惠公司f135/奇异公司跟劳斯莱斯联合研发f136型后燃涡轮扇引擎,1具普惠公司f135/奇异公司跟劳斯莱斯联合研发f136型后燃涡轮扇引擎
刘筱筱都演过什么电视剧本啊？,"《新版水浒传》《极品男女》, 《风云1911》《飘落的羽毛》","《新版水浒传》《极品男女》, 《风云1911》《飘落的羽毛》"
你知道万顺达wsda-1880有什么颜色的产品吗？,白色,白色
龙骑士传是什么游戏啊你知道吗？,龙骑士传网页游戏游戏,龙骑士传网页游戏游戏
我想知道波兰空军是什么时候存在的？,1918 -今,1918 -今
你知道徐仁国喜欢吃什么吗？,妈妈煮的辣白菜汤，炸鸡,妈妈煮的辣白菜汤，炸鸡
三夫逼上门：夫人请娶是属于什么类型的作品啊？,：女尊天下,：女尊天下
你知道质子撞击炮是属于什么游戏吗？,《命令与征服之红色警戒3》,《命令与征服之红色警戒3》
犬角膜炎的预防手段是什么你了解吗？,干性角膜炎可口服维生素a、维生素b、维生素c、维生素d。,干性角膜炎可口服维生素a、维生素b、维生素c、维生素d。
佳兆业集团控股有限公司的股票代码是多少啊？,1638.hk,1638.hk
你知道申正义的职称是什么吗？,主任医师 教授,主任医师 教授
刘的笔画有多少你知道吗？,6,6
你知道克拉克县的陆地面积有多大吗？,502 mi²,502 mi²
你知道叛逆的征途有关作品还有什么吗？,坏蛋1、坏蛋2、 唐寅在异界....,坏蛋1、坏蛋2、 唐寅在异界....
中国96式主战坦克的最快速度是多大啊？,60公里/小时,60公里/小时
你知道六枝特区国土资源局的机构设置是什么吗？,办公室,办公室
你知道阿斯顿·马丁one-77这种车的车身有多重吗？,1500千克左右,1500千克左右
无事生非的等级是多少啊？,finland:s,finland:s
"你知道2,3,5-三苄氧基-d-核糖酸-1,4-内酯的化学式怎么写吗？",c26h26o5,c26h26o5
我想知道卖药广播电台的第三条是什么？,清理整顿,清理整顿
你知道迷幻分形的资源格式是什么啊？,: 压缩包,: 压缩包
你知道众主的小说有多少字数吗？,1966255,1966255
你知道季德胜蛇蜕软膏的主要成分是什么吗？,草乌、土荆皮、大血藤  等,草乌、土荆皮、大血藤  等
你知道断山花是在什么地方生长的吗？,古希腊及古罗马建筑,古希腊及古罗马建筑
你知道草本瘦胶囊主要是什么做的啊？,壳聚糖、左旋肉碱酒石酸盐,壳聚糖、左旋肉碱酒石酸盐
你知道东风村的区域面积是多大吗？,7.29平方公里,7.29平方公里
imi tar-21突击步枪是属于什么类型的啊？,参见 衍生型,参见 衍生型
你知道别克昂科雷的最高速度是多少啊？,174km/h,174km/h
你知道上宝力是源于什么吗？,1999年,1999年
你知道贮罐压力式空气泡沫比例混合装置的流量是多少吗？,（l/s）32－96,（l/s）32－96
2010新款吉利自由舰的车身重多少？,1052千克,1052千克
你知道上海市嘉定区中医医院的原名是什么吗？,城厢镇卫生院,城厢镇卫生院
你知道祥兴楼的建筑是什么样式的吗？,塔楼 小高层,塔楼 小高层
2011第二十九届中国上海房地产展示交易会的展会场馆是什么地方啊？,上海展览中心,上海展览中心
你知道圣士提反书院的校园有多大啊？,"约150,000平方米（即15公顷）","约150,000平方米（即15公顷）"
你知道江苏众星摩托有限公司主要卖什么吗？,摩托车、助力车、电动车开发,摩托车、助力车、电动车开发
联想thinkpad r60(9455fr2)的cpu主频是什么型号的啊？,1.83ghz,1.83ghz
你知道网际快车1800有线键盘的接口是多大的吗？,ps/2,ps/2
54式152毫米榴弹炮的最大射程是多大啊？,12400米（榴弹）,12400米（榴弹）
太阳花tf-919v的主板版型是什么啊？,atx板型,atx板型
你知道长白山号船坞登陆舰的人员编制是多少吗？,120人,120人
三星yp-k5qb的屏幕是什么材质的啊？,oled彩屏,oled彩屏
你知道威廉二世是什么时候死的吗？,8月2日 (约43–44岁) 英格兰新森林,8月2日 (约43–44岁) 英格兰新森林
弗朗西斯科·普纳尔的职业生涯是什么啊?,足球运动员,足球运动员
你知道中天电视什么时候开始播出吗？,1994年9月1日,1994年9月1日
丙酸氟替卡松乳膏的特殊药品是什么啊？,兴奋剂,兴奋剂
你知道中国站起来的专辑语言是什么吗？,国语,国语
艾迪索ezscan 1000的扫描元件是什么啊？,cmos,cmos
你知道钟嘉欣演过什么电视剧吗？,2004年-2005年，《皆大欢喜》 2005年，《随时候命》 2006年，《法证先锋》 2007年，《溏心风暴》 2008年，《金石良缘》 2008年-2009年，《珠光宝气》 2009年-2010年，《老友狗狗》 2010年，《囧探查过界》 2011年，《点解阿sir系阿sir》 2012年，《护花危情》 2012年-2013年，《幸福摩天轮》 2013年，《巨轮》 2014年-2015年，《飞虎ii》,2004年-2005年，《皆大欢喜》 2005年，《随时候命》 2006年，《法证先锋》 2007年，《溏心风暴》 2008年，《金石良缘》 2008年-2009年，《珠光宝气》 2009年-2010年，《老友狗狗》 2010年，《囧探查过界》 2011年，《点解阿sir系阿sir》 2012年，《护花危情》 2012年-2013年，《幸福摩天轮》 2013年，《巨轮》 2014年-2015年，《飞虎ii》
我想知道中沙群岛的地理位置是什么啊？,南中国海,南中国海
宾福特足球俱乐部是什么时候成立的啊？,1889-10-09,1889-10-09
你知道马自达cx-7的油箱容积是多少啊？,62-69l,62-69l
卢英学喜欢什么颜色啊？,蓝色，天空的颜色,蓝色，天空的颜色
你知道圣三一座堂是属于什么国家的吗？,直布罗陀,直布罗陀
绯色的碎片使用什么平台啊？,ps2、ds、psp、ps3,ps2、ds、psp、ps3
陪伴幸福原来叫什么啊？,: 黄锦雯,: 黄锦雯
你知道打锣镲是属于什么类型的遗产吗？,民间舞蹈,民间舞蹈
我想问问黑米裹肉馅丸子需要多久可以做熟啊？,10-20分钟,10-20分钟
你知道点击死亡3需要占多大内存吗？,935kb,935kb
你知道大围山毛轴线盖蕨（变种）是生于什么地方的啊？,山地常绿阔叶密林中石壁脚下,山地常绿阔叶密林中石壁脚下
v100.0型进口内燃机车的传动方式你了解吗？,液力传动,液力传动
我想知道冬瓜雪耳炖猪骨有什么营养啊？,含蛋白、脂肪、维生素,含蛋白、脂肪、维生素
半生浮初登场是多少集的时候你知道吗？,霹雳狂刀 第45集,霹雳狂刀 第45集
雪莲三姐妹的音乐专辑名称是什么啊？,《十三的月亮》、《西嗦咪 哆》、《卓玛》等,《十三的月亮》、《西嗦咪 哆》、《卓玛》等
